"","rid","pid","GNIS_NA","HUC6","STATE","OBSPRED","TAILWAT","ELEV","CANOPY","SLOPE","PRECIP","CUMDRAI","Y_COORD","NLCD11P","BFI","temp","S30_204","S32_208","RepeatID","Yrange","size","F_BFI_H","barrier","length","numSpE","rchChng","NativNt","pNat","pComm","prsGlcE","prsGlcL","pisc","nClnzSp","FHMN","LNDC","CRCH","PKF","SDSH","LNSU","WSU","EB","CMSH","STR","JDT","BRSB","SMB","GSUN","CARP","YP","LL","PTMN","RB","LMB","MWF","NRBDC","LKCH","BRMN","IOWA","BLBH","NP","WSMN","PLMN","SCAT","SHRH","NPDC","WHCR","RKB","GSH","FHCH","SGR","WE","RCSU","PUMP","CCAT","RMCOT","PLSU","WS_PLMN","GE","ONC","SPSH","SPDC","MTSU","RMCT","RSSH","COLCOT","EMSH","HYBOG","BMSH","BHSU","FMSU","FMxWSU","DRUM","SMBUF","BMBUF","ODT","BLCR","FSDC","HHCH","GDF","BG","RDSH","GAM","GZS","TGT","YLBH","STCH","GILA","LING","QBK","SPK","LSCH","WCT","RTCH","SSTRG","LWF","WBS","SFCH","PSTRG","BSU","CIS","PF","GR","SMMN","BHxWSU","KOK","LT","snapdst","PU","rGlac","rPeri","rPela","rMont","ratio","snapdist","upDist","afvArea","locID","netID","netgeom","MOTCOT","pelagics_all","Turnover","geometry"
"227",5401,227,"Belle Fourche River","1.012","Wyoming",161549,0,954.18,1.16,0.00077304,421.1,8235.16,1671096,0.398724,62,22.25,23.14,23.85,63,46,155.6746636,0.13478842,1,282.969,12,-2,-2,0.8,0.666666666666667,0.833333333333333,0.75,1,2,1,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020386638797731,"CHEY",0.666666666666667,0.999,0.5,NA,0.189421911461121,0,445981.793284853,0.240725232576508,225,7,"SNETWORK (7 5401 445981.793284853 0.189421911461121 227 225)",0,0.5,0.428571428571429,c(-637829.840068022, 2446023.82982945)
"228",5439,228,"Whitewood Creek","1.012","South Dakota",157884,0,863.15,18.73,0.00536421,458.55,269.33,1661801.07,0.381284,55,20.44,21.28,21.97,300,19,7.23898486,0.08197129,0,67.586,6,-2,-2,0.166666666666667,0.166666666666667,0.2,0.001,0,3,0,0,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017533625794392,"CHEY",0.333333333333333,0.999,0.001,NA,0.513736703279484,0,341192.364616918,0.00684286975355276,226,7,"SNETWORK (7 5439 341192.364616918 0.513736703279484 228 226)",0,0.001,0.888888888888889,c(-591082.664114162, 2426790.78629499)
"229",5439,229,"Whitewood Creek","1.012","South Dakota",157884,0,863.15,18.73,0.00536421,458.55,269.33,1661801.07,0.381284,55,20.44,21.28,21.97,299,17,7.23898486,0.08197129,0,67.586,3,3,2,0.5,0.666666666666667,0.5,NA,1,4,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001160432985996,"CHEY",0.666666666666667,0.999,NA,NA,0.501856392948162,0,341107.229758796,0.00684286975355276,227,7,"SNETWORK (7 5439 341107.229758796 0.501856392948162 229 227)",0,NA,0.714285714285714,c(-591028.468479542, 2426856.44277521)
"230",5448,230,"Whitewood Creek","1.012","South Dakota",153048,0,1015.58,12.54,0.01078813,519.75,182.8,1648531.47,0.457376,63,19.23,20.05,20.72,301,16,5.13949412,0.06402111,0,67.586,4,-1,-1,0.666666666666667,0.75,0.666666666666667,NA,1,0,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05101085705225,"CHEY",0.666666666666667,0.999,NA,NA,0.167227180440758,1.16415321826935e-10,361482.699578532,0.00684286975355276,228,7,"SNETWORK (7 5448 361482.699578532 0.167227180440758 230 228)",0,NA,0.25,c(-602443.93440278, 2416083.85343314)
"231",5452,231,"Whitewood Creek","1.012","South Dakota",148500,0,1364.79,5.81,0.01492187,696.23,107.06,1633187.51,0.780928,72,16.62,17.39,18.01,302,20,3.28820961,0.05505406,0,67.586,4,-1,0,0.999,0.75,0.999,NA,1,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012240214124342,"CHEY",0.999,NA,NA,NA,0.263529553260585,1.16415321826935e-10,385883.299227136,0.00684286975355276,229,7,"SNETWORK (7 5452 385883.299227136 0.263529553260585 231 229)",0,NA,0.25,c(-612679.061426566, 2402189.03687804)
"232",5454,232,"Whitewood Creek","1.012","South Dakota",147717,0,1403.52,10.22,0.01912246,719.34,80.66,1631196,0.97967,72,16.89,17.67,18.29,303,20,2.51773405,0.05405756,0,67.586,4,-1,-1,0.5,0.75,0.5,NA,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009437666301144,"CHEY",0.5,NA,NA,NA,0.347490943071815,0,388697.776549292,0.00684286975355276,230,7,"SNETWORK (7 5454 388697.776549292 0.347490943071815 232 230)",0,NA,0.25,c(-614079.830642128, 2400184.87585825)
"233",5454,233,"Whitewood Creek","1.012","South Dakota",147716,0,1423.33,14.02,0.01912246,719.34,80.66,1630767.62,0.97967,72,16.68,17.45,18.08,304,20,2.51773405,0.05405756,0,67.586,4,-1,0,0.999,0.75,0.999,NA,1,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019550774009472,"CHEY",0.999,NA,NA,NA,0.607228448222358,0,389618.287124571,0.00684286975355276,231,7,"SNETWORK (7 5454 389618.287124571 0.607228448222358 233 231)",0,NA,0.25,c(-614430.807027557, 2399891.50178266)
"234",5454,234,"Whitewood Creek","1.012","South Dakota",147715,0,1446.03,14.77,0.01912246,719.34,80.66,1629962.43,0.97967,72,16.5,17.27,17.89,305,20,2.51773405,0.05405756,0,67.586,3,0,0,0.999,0.999,0.999,NA,1,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036469117165372,"CHEY",0.999,NA,NA,NA,0.942684218015512,0,390807.143479584,0.00684286975355276,232,7,"SNETWORK (7 5454 390807.143479584 0.942684218015512 234 232)",0,NA,0.001,c(-614493.023788109, 2398901.0700215)
"235",5482,235,"Bear Butte Creek","1.012","South Dakota",147118,0,1490.37,56.44,0.01757816,685.28,38.56,1627482.3,0.030343,69,14.87,15.6,16.19,306,18,1.128129,0.06163918,0,96.15,5,-2,-1,0.666666666666667,0.6,0.666666666666667,NA,0,0,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004693908508356,"CHEY",0.666666666666667,0.001,NA,NA,0.574733163534172,1.16415321826935e-10,352835.643216485,0.00725540933399442,233,7,"SNETWORK (7 5482 352835.643216485 0.574733163534172 235 233)",0,NA,0.4,c(-607388.136056374, 2395258.58964317)
"236",5483,236,"Bear Butte Creek","1.012","South Dakota",146526,0,1516.65,48.83,0.01833633,680.87,31,1626937.77,0.03774,70,14.99,15.72,16.32,308,17,0.90769557,0.06153487,0,96.15,4,-1,-1,0.666666666666667,0.75,0.666666666666667,NA,0,0,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033928836478787,"CHEY",0.666666666666667,0.001,NA,NA,0.107848948242495,0,354231.756722027,0.00725540933399442,234,7,"SNETWORK (7 5483 354231.756722027 0.107848948242495 236 234)",0,NA,0.25,c(-608036.448090031, 2394654.81289225)
"237",5483,237,"Bear Butte Creek","1.012","South Dakota",146526,0,1516.65,48.83,0.01833633,680.87,31,1626937.77,0.03774,70,14.99,15.72,16.32,307,16,0.90769557,0.06153487,0,96.15,4,0,-1,0.666666666666667,0.75,0.666666666666667,NA,0,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04225241027922,"CHEY",0.666666666666667,0.999,NA,NA,0.024966259788591,0,353817.292534877,0.00725540933399442,235,7,"SNETWORK (7 5483 353817.292534877 0.024966259788591 237 235)",0,NA,0.4,c(-607814.427244453, 2394870.69437488)
"238",5531,238,"Redwater Creek","1.012","South Dakota",155078,0,987.72,4.1,0.00155063,489.88,1459.23,1654958.08,0.017084,70,17.74,18.53,19.17,286,24,30.26997808,0.09848303,0,59.88,4,-1,-1,0.333333333333333,0.5,0.333333333333333,NA,1,1,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007434850461717,"CHEY",0.333333333333333,0.999,NA,NA,0.131231374471702,0,421418.966111816,0.0764910076737654,236,7,"SNETWORK (7 5531 421418.966111816 0.131231374471702 238 236)",0,NA,0.6,c(-624363.701716851, 2426605.89788563)
"239",5546,239,"Sand Creek","1.012","Wyoming",150800,0,1146.39,15.44,0.00793523,596.68,692.35,1641451,0.00078,76,16.37,17.14,17.75,278,20,15.00140743,0.08812121,1,44.868,5,-2,-1,0.5,0.6,0.5,NA,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004471285977877,"CHEY",0.001,0.5,NA,NA,0.413874259300127,1.16415321826935e-10,472224.630412725,0.0660479253052154,237,7,"SNETWORK (7 5546 472224.630412725 0.413874259300127 239 237)",0,NA,0.4,c(-642585.965687682, 2416647.98867513)
"240",5553,240,"Redwater Creek","1.012","Wyoming",153639,0,1052.61,1.51,0.00187537,486.87,1243.54,1650032,0.014909,76,17.77,18.56,19.2,261,16,25.81800485,0.09841163,0,59.88,3,0,1,0.999,0.666666666666667,0.999,NA,0,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04869987293078,"CHEY",0.999,0.999,NA,NA,0.510332546294201,0,452971.308747334,0.0764910076737654,238,7,"SNETWORK (7 5553 452971.308747334 0.510332546294201 240 238)",0,NA,0.5,c(-638745.350226558, 2424759.74291095)
"241",5554,241,NA,"1.012","South Dakota",154694,0,1036.64,4.14,0.00389496,473.37,1.16,1651895.28,0,75,17.72,18.51,19.15,287,24,0.00352184,0.12374014,0,59.88,4,-1,-1,0.666666666666667,0.75,0.666666666666667,NA,1,0,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000650285674591,"CHEY",0.999,0.999,NA,NA,0.999998711233043,0,443803.175199274,0.0764910076737654,239,7,"SNETWORK (7 5554 443803.175199274 0.999998711233043 241 239)",0,NA,0.25,c(-634198.201340546, 2425242.9858704)
"242",5682,242,"Yellowstone River","1.007e","Montana",177686,0,1445.73,0,0.0023,415.9886,8653.26,1706619,0,72,17.07,18.13,18.97,27,16,5795.981798,0.33488205,1,519.815,3,2,2,0.001,0.666666666666667,0.001,NA,0,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013075050816572,"YELL",0.5,0.999,NA,NA,0.697430387405847,0,827505.268163368,0.0207033270639408,240,6,"SNETWORK (6 5682 827505.268163368 0.697430387405847 242 240)",0,NA,0.666666666666667,c(-1138602.58876524, 2584775.2765073)
"243",5743,243,"Shields River","1.007e","Montana",190561,0,1548.15,26.42,0.00777,399.62,441.07,1768287,0,66,14.5,15.51,16.3,276,36,150.8141122,0.48370391,1,68.771,3,5,3,0.999,0.999,0.999,NA,0,5,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012468735287201,"YELL",0.999,0.999,NA,NA,0.561673237651556,0,843972.374567442,0.00959337236368444,241,6,"SNETWORK (6 5743 843972.374567442 0.561673237651556 243 241)",0,NA,0.625,c(-1130918.8278626, 2646023.00743986)
"244",5745,244,"Shields River","1.007e","Montana",191354,0,1598.15,24.59,0.00725,430.0831,363.73,1774216,0,67,14.14,15.13,15.92,275,12,134.433988,0.48234941,1,68.771,4,-1,0,0.666666666666667,0.5,0.666666666666667,NA,0,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010413941056838,"YELL",0.5,0.999,NA,NA,0.908425899591245,0,851338.871825771,0.00959337236368444,242,6,"SNETWORK (6 5745 851338.871825771 0.908425899591245 244 242)",0,NA,0.6,c(-1129463.44817476, 2651978.2041416)
"245",5861,245,"Yellowstone River","1.007e","Montana",187539,0,944.45,0,5e-05,369.3694,29476.22,1752916,0,65,20.22,21.35,22.25,39,36,11846.89667,0.40882581,1,519.815,7,-3,0,0.5,0.285714285714286,0.666666666666667,0.001,0,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006762197236127,"YELL",0.999,0.75,NA,NA,8.29741316175081e-05,0,581545.770919543,0.0687870604217264,243,6,"SNETWORK (6 5861 581545.770919543 8.29741316175081e-05 245 243)",0,0.5,0.777777777777778,c(-967506.510744909, 2597817.74482081)
"246",5891,246,"Clarks Fork Yellowstone River","1.007e","Montana",183935,0,987.79,14.39,5e-05,388.55,7158.16,1735135,0,68,20.35,21.49,22.39,101,21,2125.574115,0.41450434,0,28.204,7,0,0,0.4,0.571428571428571,0.4,NA,0,3,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003380286199024,"YELL",0.001,0.5,0.999,NA,0.455309704098139,1.16415321826935e-10,612277.532794347,0.0173882579842599,244,6,"SNETWORK (6 5891 612277.532794347 0.455309704098139 246 244)",0,0.999,0.6,c(-988846.905011567, 2583858.72132485)
"247",5904,247,"Elbow Creek","100700","Montana",179417,0,1140.56,0,0.00735,402.35,126.96,1712622,0,71,17.86,18.94,19.79,362,22,5.95507071,0.33975569,0,48.572,4,0,0,0.999,0.999,0.999,NA,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016212301314114,"YELL",0.999,0.999,NA,NA,0.746870314865164,0,665756.378210576,0.0170847175171122,245,6,"SNETWORK (6 5904 665756.378210576 0.746870314865164 247 245)",0,NA,0.001,c(-1010440.60625171, 2565213.67901449)
"248",5938,248,"Clarks Fork Yellowstone River","1.007e","Montana",179399,0,1053.45,15.53,0.00139,371.1564,5268.49,1714290,0,69,19.14,20.25,21.13,100,13,1604.869097,0.4080543,1,54.996,7,-1,-3,0.166666666666667,0.142857142857143,0.166666666666667,NA,0,5,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005194986358271,"YELL",0.666666666666667,0.333333333333333,0.001,NA,0.124002635908491,0,645717.571839554,0.0170847175171122,246,6,"SNETWORK (6 5938 645717.571839554 0.124002635908491 248 246)",0,0.001,0.916666666666667,c(-1001376.50133875, 2565414.34546763)
"249",5991,249,"Fly Creek","100700","Montana",124615,0,932.94,0,0.00163468,372.697,554.6097,1763652,0.038,58,20.38,21.6,22.88,365,23,10.08365326,0.16078947,0,76.218,1,0,NA,NA,0.999,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003382794790779,"YELL",NA,NA,NA,NA,0.547473198709266,0,564765.124208826,0.00167692849049338,247,6,"SNETWORK (6 5991 564765.124208826 0.547473198709266 249 247)",0,NA,0.001,c(-927078.798190231, 2600274.48499634)
"250",6010,250,"Yellowstone River","1.007e","Montana",133207,0,840.41,0.804878,1e-05,335.895,34990.65,1792472,1.337,53,20.57,21.8,23.08,28,35,11987.77873,0.40915025,1,519.815,3,1,0,0.001,0.001,0.001,0.001,1,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042311000066939,"YELL",NA,0.333333333333333,NA,NA,0.207352067319506,1.16415321826935e-10,492540.887098074,0.0741859542249739,248,6,"SNETWORK (6 6010 492540.887098074 0.207352067319506 250 248)",0,NA,0.999,c(-899630.954408635, 2624397.37491213)
"251",6069,251,"Yellowstone River","1.007e","Montana",128732,0,889.38,1.948718,0.00129726,365.06,32576.28,1777297,1.417,61,20.18,21.4,22.67,40,29,11952.07782,0.40986126,1,519.815,4,0,-1,0.25,0.25,0.333333333333333,0.001,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052685380956629,"YELL",0.001,0.999,0.001,NA,0.29132308242828,0,540234.031617208,0.0725090257344805,249,6,"SNETWORK (6 6069 540234.031617208 0.29132308242828 251 249)",0,0.001,0.857142857142857,c(-938654.078734415, 2616764.2620357)
