"","GNIS_NAME.x","Month.x","Gear.x","Database.x","Party.x","RepeatID","F_MAUG_HIS.x","GNIS_NAME.y","Month.y","Gear.y","Database.y","Party.y","F_MAUG_HIS.y"
"410","Yellowstone River",7,"25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine | 25 ft bag seine","Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility Unive","RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons | RM Bailey & sons",30,11938.81971,"Yellowstone River",4,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom","Montana Fish, Wildlife & Parks","Olszewski, Radonski, Anderson | Olszewski, Anderson | Olszewski, Anderson | Olszewski, Anderson | Olszewski, Anderson | Olszewski, Radonski, Anderson | Olszewski, Radonski, Anderson | Olszewski, Anderson | Olszewski, Anderson | Olszewski, Radonski, Ander",11938.81971
"411","Yellowstone River",7,"| | | | | | |","Global Biodiversity Information Facility NMNH Extant Specimen Records | Global Biodiversity Information Facility NMNH Extant Specimen Records | Global Biodiversity Information Facility NMNH Extant Specimen Records | Global Biodiversity Information Facili","| | | | | | |",29,16050.53434,"Yellowstone River",9,"| |","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data","| |",16050.55241
"412","Yellowstone River",8,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","| |",28,11987.77873,"Yellowstone River",9,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","Olszewski, Giordano, Radonski | Olszewski, Giordano, Radonski | Olszewski, Giordano, Radonski | Olszewski, Giordano, Radonski",11987.77873
"413","Yellowstone River",4,"0 | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Tohtz | Tohtz",27,5795.981798,"Yellowstone River",8,"Drift Boat - Boom anodes | Drift Boat - Boom anodes | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0","Montana Fish, Wildlife & Parks","WEISS,LOHRENZ | WEISS,LOHRENZ | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown",5795.981798
"414","Wagonhound Creek",7,"| | |","Global Biodiversity Information Facility NMNH Extant Specimen Records | Global Biodiversity Information Facility NMNH Extant Specimen Records | Global Biodiversity Information Facility NMNH Extant Specimen Records | Global Biodiversity Information Facili","| | |",26,2.40110408,"Wagonhound Creek",7,"0","Wyoming Game & Fish Dept","0",2.40110408
"415","Willow Creek",6,"| | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown",25,3.83647115,"Willow Creek",6,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",3.83647115
"416","Willow Creek",8,"| |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",24,19.5435924,"Willow Creek",9,"0","Wyoming Game & Fish Dept","0",19.39859922
"417","Tenmile Creek",0,"Mixed | Seine","University of Wyoming Powder River dataset | University of Wyoming Powder River dataset","Elser et al. 1980 | Morris et al. 1981",23,1.87431508,"Tenmile Creek",0,"Seine","University of Wyoming Powder River dataset","MFWP",1.63095068
"418","Tenmile Creek",0,"Mixed | Seine","University of Wyoming Powder River dataset | University of Wyoming Powder River dataset","Elser et al. 1980 | Morris et al. 1981",22,1.92484798,"Tenmile Creek",0,"Seine","University of Wyoming Powder River dataset","Stuart, BLM",1.92484798
"419","Sweetwater River",0,"E/S","Kirk 2020","Patton 1998",21,47.18497001,"Sweetwater River",0,"E | E","Kirk 2020 | Kirk 2020","Maitland 2017 | Gerrity 2017",47.18497001
"420","Sweetwater River",7,"DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP un","Wyoming Game & Fish Dept","KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJ",20,14.60020586,"Sweetwater River",7,"Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | 0","Wyoming Game & Fish Dept","AB CB PG | AB CB PG | 0",14.60020586
"421","Sweetwater River",8,"Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",19,43.08095905,"Sweetwater River",8,"Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | 0","Wyoming Game & Fish Dept","CT | CT | CT | CT | CT | 0",43.08095905
"422","Sweetwater River",10,"DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | 0","Wyoming Game & Fish Dept","DD KJ DO SR | DD KJ DO SR | DD KJ DO SR | DD KJ DO SR | DD KJ DO SR | 0",17,36.17224963,"Sweetwater River",8,"Raft and backpack electrofisher | Raft and backpack electrofisher | Raft and backpack electrofisher | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting water","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Wyoming Game & Fish Dept","Collector(s): Paul Gerrity | Collector(s): Paul Gerrity | Collector(s): Paul Gerrity | CT | CT | CT | CT | CT | 0",36.17224963
"423","Sun River",4,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Montana Fish, Wildlife & Parks","Clark, Smith, Liknes | Smith, Horton, Liknes | Clark, Smith, Liknes | Smith, Clark, Liknes",16,486.8919609,"Sun River",4,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Montana Fish, Wildlife & Parks","Mullen, Pumphrey, Frazer | Mullen, Pumphrey, Frazer | Mullen, Pumphrey, Frazer | Mullen, Pumphrey, Frazer | Mullen, Pumphrey, Frazer | Mullen, Pumphrey, Frazer | Mullen, Pumphrey, Frazer",486.8919609
"424","Sun River",4,"0 | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Liknes, Smith, Clark | Hamlin, Yerk, Liknes | Liknes, Smith, Clark | Hamlin, Yerk, Liknes | Hamlin, Yerk, Liknes",15,525.4510969,"Sun River",4,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Montana Fish, Wildlife & Parks","Mullen, Vivian, Frazer | Mullen, Vivian, Frazer | Mullen, Vivian, Frazer",525.4510969
"425","Sun River",4,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Montana Fish, Wildlife & Parks","| | | | |",14,528.0579333,"Sun River",3,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Montana Fish, Wildlife & Parks","Mullen, Madel | Mullen, Madel, Smith | Mullen, Madel, Smith | Mullen, Madel, Smith | Mullen, Madel, Smith",528.0579333
"426","Tongue River",8,"| | | | | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Coll",12,175.3228275,"Tongue River",6,"Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Mo","Wyoming Game & Fish Dept","PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | P",175.3228275
"427","Tosi Creek",7,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",11,48.12297756,"Tosi Creek",9,"0","WGFD(Gelwicks)","Gelwicks",48.12297756
"428","Tongue River",4,"Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with b","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, B",10,330.9238759,"Tongue River",7,"Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes","Montana Fish, Wildlife & Parks","Bollman, McKoy | Bollman, McKoy | Bollman, McKoy",328.7338907
"429","Tongue River",7,"seine | seine | seine | seine | seine | seine | seine","Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility Unive","Wyo game&Fish Comm Crew | Wyo. Game & Fish Comm. Crew | Wyo game&Fish Comm Crew | Wyo. Game & Fish Comm. Crew | Wyo. Game & Fish Comm. Crew | Wyo game&Fish Comm Crew | Wyo. Game & Fish Comm. Crew",9,175.2016157,"Tongue River",5,"Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Mo","Wyoming Game & Fish Dept","PM | PM | PM | PM | PM | PM | PM | PM | PM | PM | PM | PM | PM | PM | PM | PM | PM | 0",175.2016157
"430","South Cottonwood Creek",8,"| | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown",8,38.16327103,"South Cottonwood Creek",7,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",38.16327103
"431","South Beaver Creek",7,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",7,1.93395648,"South Beaver Creek",9,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",1.93395648
"432","South Beaver Creek",8,"| | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown",6,5.59127907,"South Beaver Creek",9,"Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | 0","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): Aaron I. Kern; Rosa McIver; Jason Blakeney | Collector(s): Aaron I. Kern, Rosa McIver, Jason Blakeney | Collector(s): Aaron I. Kern, Rosa McIver, Jason Blakeney | Collector(s): Aaron I. Kern, Rosa McIver, Jason Blakeney | Collector(s): Aaro",8.17168511
"433","Smiths Fork",9,"Bag seine 25' | Bag seine 25' | Bag seine 25' | 0 | 0 | 0","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Wyoming Game & Fish Dept | Wyoming Gam","Collector(s): Curtis Gill, K. Magowan, R. Braham | Collector(s): Curtis Gill, K. Magowan, R. Braham | Collector(s): Curtis Gill, K. Magowan, R. Braham | 0 | 0 | Gelwicks",5,70.6157825,"Smiths Fork",6,"0","Wyoming Game & Fish Dept","0",70.6157825
"434","Smiths Fork",9,"Bag seine 25' | Bag seine 25' | Bag seine 25' | Bag seine 25' | 0 | 0 | 0","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): Curtis Gill, K. Magowan, R. Braham | Collector(s): K. Magowan; Curtis Gill; R. Braham | Collector(s): Curtis Gill, K. Magowan, R. Braham | Collector(s): Curtis Gill, K. Magowan, R. Braham | 0 | 0 | Gelwicks",4,61.22803688,"Smiths Fork",8,"0","Wyoming Game & Fish Dept","0",61.01562732
"435","Smiths Fork",9,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",3,64.5343041,"Smiths Fork",7,"0 | 0","Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished","0 | 0",64.5343041
"436","Spring Creek",7,"0","Wyoming Game & Fish Dept","0",2,1.60193908,"Spring Creek",10,"0","Wyoming Game & Fish Dept","0",1.60193908
"437","Spring Creek",10,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",1,1.2222519,"Spring Creek",7,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",1.2222519
